Beam_Length_mm,Beam_Width_mm,Beam_Height_mm,Concrete_Grade_MPa,Longitudinal_Reinforcement_Ratio_percent,Stirrup_Spacing_mm,Stirrup_Diameter_mm,Steel_Yield_Strength_MPa,Concrete_Compressive_Strength_MPa,Bearing_Capacity_kN
3147.9175279631736,290.8456833985117,587.6258903972837,25,1.2673496483673752,200,12,550,25,3402.565574705781
2936.843710297063,217.58058585203503,445.9022600887896,25,2.2887732991166625,200,10,550,25,3512.345767469177
3417.779342083569,250.5809863348628,456.0930065134087,30,1.605284149760844,100,12,500,30,3360.29742221502
2709.2407909780627,221.42629472214978,528.6740222516555,40,1.5978155715480737,100,8,500,40,3968.334376678833
2938.216972802827,303.81104705365533,500.9481893215295,40,1.25483001220993,150,8,450,40,4314.736694028162
3049.5427649405374,230.93781707542288,424.7315375245833,30,1.574598514128668,100,8,550,30,3028.348573636913
3184.104976325554,258.7789059782039,452.7040988918569,25,2.307425269493275,150,8,500,25,3754.2258957963386
3677.7639420895202,334.3512166428168,404.4249497143081,30,1.544693065734454,100,8,500,30,3586.900396033261
2799.51067323754,230.64745750984554,591.5053647825521,25,2.4274053437496823,150,10,500,25,4107.721019941652
3271.3516576204174,276.17075959381685,382.65859538933995,30,2.419463348812581,200,12,450,30,4011.0573819158853
3388.621853293064,262.8907491749033,442.9591961416049,25,1.217347988961019,150,12,500,25,2689.055979546527
2569.6756190799965,202.71860615685947,356.4597430550028,35,1.2659668802839672,200,10,550,35,2500.980543502613
3411.3172778521575,318.91371703592193,405.44487298338663,40,2.294011105497834,200,10,500,40,4893.006913987364
2755.7861855309375,210.35688594718997,545.1177845950388,35,1.5891413783870787,100,10,500,35,3613.7714177300845
2597.5773894779195,271.13825314654304,400.29380807221986,40,1.006560973424514,100,12,450,40,3169.9946285175147
3923.32830588,284.1017442408425,370.0158506322414,25,1.4108077295580566,200,12,550,25,2721.701323875601
3948.448049611839,294.26396849218804,468.6132949611308,35,1.89644348979334,150,8,500,35,4273.8709201385
3712.596022174692,303.29474439618133,352.49230868362963,40,2.198898948939952,150,12,550,40,4334.8871142560465
2956.920653760056,237.99085752840728,371.1915386065833,30,1.2000829256398893,100,12,550,30,2494.67323665242
2646.508171009576,201.4968164987674,551.9064673907437,25,1.165812046625103,150,10,500,25,2542.105399013213
3526.3495397682354,308.51654935323677,542.8683362149015,25,2.3831389803584972,150,12,450,25,4468.642366060105
3160.228740609402,280.3484899021368,578.7847051012241,30,2.1267225517338737,150,8,550,30,4537.526870785499
2683.0573522671684,325.4176554810873,563.6288589776874,30,1.8846694011671177,200,12,500,30,4610.951394995571
3242.765365166905,323.20825443510415,520.7938908099545,40,2.153780184993892,200,10,550,40,5496.320288808984
2551.5827816728274,326.4989251681825,363.0832143251657,25,1.6432815419599578,150,10,550,25,3149.524275161494
3863.9806031181733,272.76419899693104,545.7121544966644,40,2.13768362096369,100,8,550,40,5113.297446627913
2888.1699724000255,250.04425937552986,561.37770271014,30,1.5577044869118035,150,8,500,30,3688.570322611182
3493.783426530973,318.7337303887055,549.7705364429886,25,1.3661418587389036,100,12,550,25,3548.4249111688932
2967.566614134116,267.6941169543882,477.11975882700654,30,2.093520131939453,200,8,550,30,4001.6846564913126
3280.102031766716,227.51632946051518,408.22545966237044,40,1.6295084382359024,150,8,450,40,3478.5966067591353
3320.0654190149194,328.24610293422114,561.3324939221817,40,2.472065656489292,150,10,500,40,6097.531089838493
2777.2816832882904,332.3839815158521,531.7907024350346,40,1.5242277734621514,100,10,500,40,5069.53298233156
3954.3769416468376,269.9464634210255,595.1902935972129,25,2.382591130796599,100,12,550,25,4388.821514137022
3662.6992350416717,211.35495909646812,388.9231494389832,30,2.3994438228506194,150,12,450,30,3633.4844489426027
3909.2484123462837,258.17391348753966,406.4161457630138,30,1.362779420597119,150,12,550,30,2894.848514947776
3842.2410256414732,320.5306489193905,402.9495374703757,40,2.19733177238202,100,12,550,40,4779.9126992757565
3396.8499682166275,335.2661042819343,548.1349419053342,40,1.6496117577168476,200,10,500,40,5316.262053921897
3882.8113525346753,230.52091137463938,396.7268241125295,40,2.376287090845522,100,12,450,40,4207.876118282355
2632.738753077879,210.04604180379073,366.66495745582654,40,1.6751864089528583,150,12,550,40,3213.9983002099343
2793.974293628718,331.60256796992576,599.6402016464071,35,2.1164555760060493,200,8,500,35,5586.486725853343
2567.840933365807,258.4107408468313,356.20430286128726,35,1.7004511137456968,200,12,550,35,3322.536195705534
2987.9954961448966,281.2641446401345,558.8110150397164,35,1.3417011335692843,200,8,550,35,4112.731349462454
3083.015934534223,345.2098718076138,441.34171038766317,40,1.2990251934170294,200,10,450,40,4337.979560978535
2907.023547660844,209.98470918713343,560.4038649394538,40,1.6381467913845182,150,12,450,40,3962.7045249532403
3743.1062637278937,297.24770111781436,488.65512280278625,30,2.1332419855213223,200,8,450,30,4284.3653951252245
3035.1299900403837,211.11581338623006,575.40780737159,25,1.9076072277711502,100,12,550,25,3434.5348215711815
2921.401764531071,256.3203392699751,581.5482466036567,30,2.032943934850815,100,8,450,30,4294.799856437707
3314.044124737373,320.572181779017,352.274545320194,35,1.4234895260979137,100,12,500,35,3363.4823981324853
2711.386337462144,265.02083491334514,368.85304399819705,30,1.7221530189364083,150,10,550,30,3168.101885317108
3703.2954711310595,349.57735308544255,412.5896823927139,40,1.0665928974539904,200,10,450,40,3944.5830388877876
2611.825965519656,283.8588927419903,517.3288540908754,35,2.226298623937181,100,8,550,35,4755.340958805547
3980.3304049007756,248.17432289539303,572.0680491278765,35,2.484838243359812,100,8,550,35,4967.425499916501
3658.367153944986,233.01669888571297,464.9854878234907,25,1.6103185939370064,100,10,500,25,2971.948302433616
2798.0735223012584,252.57808014292428,501.7432790685664,25,1.016445479697315,200,12,500,25,2610.1583730741795
2508.2831756854034,255.8799910639326,397.12496319889027,35,1.254688959326421,100,8,500,35,3024.9790596866806
3723.192142682251,210.30705165859413,551.2417084704214,35,1.9787903166256282,200,10,550,35,4000.436319617681
3560.286015771426,255.43612991401596,591.8320278383674,30,1.9181189773057887,200,8,550,30,4165.322868012512
3593.510752061481,269.63577796088373,417.1497332286494,35,2.181797079378316,200,10,500,35,4114.745259856362
3656.9055200289185,308.4106628358207,473.7064879001366,40,1.3808260164416022,150,10,550,40,4298.998483449189
2611.0669776011355,298.5094227082412,371.52902762659346,30,2.145447873320701,150,8,500,30,3817.1884992781106
3037.698592816409,306.31484828437317,489.7841641157421,40,2.0319760322855047,200,8,500,40,5032.859640725806
2673.8035892876946,201.25455228152856,475.6958604616701,40,1.484221746570765,200,10,450,40,3421.1214928491654
3794.6551388133903,232.6501099370804,386.1091210387694,40,1.818232222085443,150,12,500,40,3621.706554850842
3434.947190241337,299.25264325997847,460.51655327951875,35,1.22091071274749,150,10,450,35,3645.7897364273454
2996.347037278974,272.5984052269621,433.5261630216408,25,1.678846755153374,200,12,500,25,3159.432580791163
2595.3375254290354,200.7970213502519,480.4577188262973,25,2.3217960093334615,150,12,550,25,3564.910189049161
2966.473482573493,320.67419636477337,496.4135838571998,40,1.631787069738086,100,12,450,40,4805.73111510406
2987.774983040121,315.92143599355063,352.1238946518024,35,2.259350059713133,200,8,550,35,4219.6864956518875
3594.409267507096,282.26287444903437,540.2514957373888,30,1.8853800478895417,200,10,550,30,4177.730216533212
3456.3362070328194,209.96949886644083,528.2535729654352,40,1.287815069653535,150,10,500,40,3520.918184469069
3830.8191138644897,314.9772574298877,441.57159655163053,30,1.8716593670468447,100,12,500,30,3964.6046845935057
3208.322387742924,287.5570381597046,363.23398389220455,30,1.7589749937355952,150,12,550,30,3324.8844789155987
2679.3913689074525,317.2939965736939,538.7331349462626,35,1.597962002794576,100,12,500,35,4596.920304158966
3569.8671808344925,312.7620488593761,588.7937901195331,35,1.1794456592741054,100,10,500,35,4412.178876929346
3641.177572925346,320.45031079367556,410.03789900550356,25,1.6250629957708447,200,12,500,25,3280.19515349805
3341.9157963542443,277.70120996069375,430.8811534342595,25,1.1091435643594407,100,10,550,25,2634.112013700734
3656.4507699318415,221.04867772902725,395.9532223704537,35,1.1481535770981268,200,10,450,35,2683.7136783647084
3240.693394546586,300.6736210069533,494.2340308362099,40,1.623874799399074,100,8,450,40,4573.990021288922
3284.099244072991,293.0710677577956,388.71034866186375,25,1.4580722229526955,200,12,550,25,2885.361000997345
3141.3115275378245,311.3379780798631,439.04848586534484,30,2.3883164887933352,100,12,500,30,4429.805126546063
2538.128690116143,225.4821509076103,524.2532534835657,40,1.5635587080704059,150,12,500,40,3918.3073848656763
2661.8371404899567,229.24627998504337,490.0289957523371,30,2.13678718310815,100,8,450,30,3815.41864915154
2547.1437785301014,333.5614275828993,446.6156410819838,35,1.795371289549364,150,12,550,35,4384.357346872523
3454.6156168956704,312.4966697678106,455.0624004518855,30,2.056128502963503,100,10,550,30,4141.222618242008
2971.53397161449,336.2342733050484,490.52772065580734,40,1.3901739745230988,100,12,500,40,4718.322665104916
3262.856036747054,313.80729817458814,351.4661819717903,35,2.4128574592574936,200,10,500,35,4333.208360512269
3861.3497108891397,289.57329589854527,369.6274671134025,40,1.795132745371636,100,10,500,40,3901.528322213102
2873.9383437233123,298.11991055418105,570.3145169407529,30,2.2469861069278743,100,10,550,30,4800.89394007951
3115.5743845534444,333.3691885910015,369.4697472728227,40,1.5475685402141703,100,10,450,40,4023.2779516963606
3633.3267078145727,286.8210131767911,526.7008990526263,35,1.150317023575787,150,12,550,35,3790.461234952947
2843.1972482374335,294.85869864925814,580.0095410272631,30,2.010567471581273,200,8,550,30,4550.108112765755
2615.4698647431896,223.47150740054008,417.67090107543277,30,1.0116394725061366,200,8,550,30,2383.3903795443284
2934.627179370652,271.0881830174154,442.62285926487857,25,1.7129394648482625,100,10,450,25,3258.444517737051
2741.8319308810064,307.4595667937148,492.2303514611791,25,1.289202853999689,100,12,500,25,3152.757095242006
3894.5464785138597,240.64140474745483,570.4272424096462,40,1.9410632566530432,150,8,500,40,4653.851497289345
3712.1805693466254,230.33812707868023,585.4763968151051,25,2.469129809706778,100,12,550,25,4148.673776792126
3450.105634765635,247.07402123366234,534.890812027817,25,1.696604359480969,200,8,550,25,3365.011620017379
3807.190885281577,236.22509419892504,371.6549402136735,25,2.2262473847885,200,10,450,25,3356.8451223608536
3705.5081153486717,232.23689555545937,517.2885388837127,25,1.7616762804266815,150,10,450,25,3259.078866477407
2779.8550883290536,263.72762643021304,452.5759304681655,35,1.7437600466560361,150,10,500,35,3827.961540561119
3838.838497734967,336.1757770825301,467.6752498727654,35,2.3956352397681666,200,8,550,35,5121.325004693804
3309.013362873476,276.05894701080774,362.28709758629424,25,2.3349488031200223,150,12,450,25,3606.87126621945
3711.1602327460937,228.18805712229846,397.76553483658955,40,2.1787006977819616,100,10,450,40,3992.613162270661
3844.13694988524,211.54575040713112,547.6284018834119,35,1.4443836299751762,100,12,550,35,3470.9907107210383
2977.005212457796,304.4234217706888,463.48970826196495,25,1.8175126235859107,150,12,550,25,3589.8954403088896
2665.077886791515,257.41981466545815,425.4155604077872,35,1.3358458499585275,200,10,550,35,3258.31447729797
2841.9027438129124,323.2746419878039,446.00476849123953,30,1.6658750470698096,150,8,550,30,3825.7998956249926
3140.6616829393843,298.92661529611553,563.5998783314201,35,1.726319598639686,200,10,550,35,4701.051760500079
3727.0221488837396,319.43621758120526,537.2497543512393,35,2.2474600602539963,150,10,550,35,5218.684332304302
3791.095874884515,240.7919059127673,418.0788492952707,40,2.3440425479874896,150,8,450,40,4361.668483917489
2510.428195796786,303.8538383691587,379.3754600530933,35,1.6219300935947167,150,12,550,35,3647.380549326885
3266.120953866349,239.6092977040578,412.9995554110179,40,1.0265566676098559,100,8,500,40,2997.4794713146775
3126.1165047231684,340.86027191754374,580.1891127636834,30,2.292660759684032,100,8,550,30,5271.441034736893
2833.1617157060955,295.45614223000615,495.3972094624388,25,1.261418017752041,200,10,500,25,3104.281646452696
2679.798051000524,248.6767700263013,483.3700521861957,40,1.9328229458355903,150,8,500,40,4359.077299242351
3006.422757105442,240.4267793438409,499.0983999231154,35,1.0374563506511967,100,8,500,35,3135.166022319189
3914.3645558687786,228.63898776074652,441.5070664366288,35,1.5992597128908463,150,8,550,35,3361.4669901913026
2984.8043980311327,304.19614383405917,551.7767550798782,40,2.4789404531730246,200,12,550,40,5846.691565857256
3278.1859326150493,232.8073419496891,480.8215623250625,30,1.1510404016557048,100,12,500,30,2826.172585137371
3554.528438342767,289.29548988912336,379.18697569219887,25,1.6355397279994635,200,10,550,25,2976.326372605808
3045.444403568941,239.6952540388036,382.26628120726576,35,1.4607249252849281,100,10,450,35,3081.453126957072
3957.673124081441,299.2953417190803,484.2147866256546,30,2.3576321850823962,150,12,450,30,4494.794931892671
3943.670942413167,322.2409592810809,584.1425545177098,25,2.304010161861033,200,8,450,25,4664.9769144977
2877.6734437380464,316.703786471698,427.0880304190497,25,1.3565481404593434,100,10,450,25,3098.0729645212377
3245.872758838578,314.1276996396173,567.3852922148046,35,1.1217816805756469,100,10,550,35,4251.49611707233
2951.3174647251544,228.15836085383782,541.0238966447198,40,1.9407075910916762,150,8,500,40,4395.607978289979
2927.2607415662014,213.2577420476778,411.9531107267267,35,1.5045530678255647,200,8,550,35,3032.9391132646906
2555.3304210317992,304.8423242731078,359.08518707906063,35,2.0081265859090944,200,8,450,35,3931.1654144530344
3414.3465009698452,255.2520820691527,375.46181628559566,35,1.0481796341017218,200,8,550,35,2724.9068799227725
3254.0185348432924,264.8519339605021,532.12348346186,30,1.2000988527662342,150,8,550,30,3329.2329088627534
2577.218126874984,204.67236391900866,399.9174345101617,40,2.029558349158965,100,12,450,40,3695.6009560458583
2917.9696963549172,238.9364673912574,442.81773012634847,30,1.3185559829537468,100,8,500,30,2931.92378677204
3862.3988289499803,205.0514605811696,475.4247915016062,35,2.2863815136436023,200,10,550,35,3969.2798076751897
2859.3428360004586,331.87786589018714,531.3670421125407,40,1.0878863315652032,100,12,550,40,4615.185505781621
2717.3423081368346,236.50950248277957,378.3078058147813,25,1.3232229741783619,200,10,450,25,2451.4963936493855
3234.1791404163446,283.6005754359512,451.5916013193654,40,2.497840372727603,150,8,500,40,5089.611996755255
3978.475681165901,205.84689809916955,471.26822728567385,35,1.649614153880189,150,10,450,35,3354.4569415437604
2863.0829072672504,300.0271086958487,485.2067659928849,40,2.054448495316965,150,8,450,40,4952.2781519914
3508.203321108818,248.4541018631141,554.5901603488041,25,1.2739945732855205,200,10,550,25,3005.0729303789917
3642.4294229930765,334.6878780436499,392.9195487608042,25,1.9148031024783065,100,10,500,25,3595.0064357047677
2856.4563159885993,333.2177283401054,551.9578629566556,40,2.089159102554128,150,8,450,40,5762.553977791268
3592.324522917789,248.79359275426216,523.219606924163,25,1.4717149537997658,200,10,550,25,3084.85930132425
3051.6746990788797,335.14413435357017,488.96770354973984,30,2.2433456679638164,200,12,450,30,4700.816102552926
3448.4587458903693,349.4236510248168,524.881967600643,40,1.905126367708425,150,10,550,40,5560.232329936547
3450.2945661413423,323.8123496185922,453.0044347379141,25,1.5836845144225453,150,12,500,25,3433.829662614345
3303.662026112138,326.7307021632844,384.59939649203113,25,1.836463590014738,150,12,450,25,3394.3471218151367
2635.4346550816126,237.3513104163635,516.4413100663419,40,1.8651412711538864,100,10,500,40,4342.552364415536
3752.953743383857,286.5053598286635,481.1680766714056,30,1.2483029390407991,100,12,500,30,3326.067159090691
2981.170097457604,210.0883870951052,509.8437001356939,40,1.6040985548004492,200,12,550,40,3760.283322721866
2779.7777655997816,214.23769052325045,434.4996952571225,25,1.5151458820292396,150,10,450,25,2692.5102757257046
2561.162712332146,349.8338918049936,576.716644334959,40,1.601354083868689,150,8,450,40,5653.4920396684865
3386.339414782363,248.99588741388663,496.8424671438942,25,2.141665882727887,100,8,550,25,3681.8750625953276
3516.3465427634237,312.22758680732693,371.35062107271847,35,1.723807611200009,150,12,550,35,3733.2996792161916
2524.8817433917843,320.99975795402247,462.45099767610714,40,2.4104742298588966,200,12,500,40,5369.884221193323
3268.1395874489217,328.7034906510844,539.0890136859086,40,1.4405146200376544,150,8,450,40,5003.050506888682
2839.743662796907,349.6442446103235,548.5336404330681,25,1.6235553674273935,100,12,450,25,3985.62112595148
3467.759185614175,236.2244727885302,473.6492631909397,25,2.1804352157185622,200,8,550,25,3539.037547649069
2761.5496435074874,206.05262402895497,573.6868927078253,25,1.8190368899811253,200,10,550,25,3301.149335649582
3536.406607153699,261.6787276991879,416.91710929857436,25,1.8205422196366716,150,12,550,25,3201.156293804718
3080.103019450806,219.51210047434205,452.64967430956665,40,1.0800102445077753,200,10,450,40,3086.851673498128
3905.094983105102,203.36388337430827,574.6492276422425,25,1.5978994940776836,150,8,450,25,3039.6697922159656
2706.2814162189898,254.06402407122292,574.0641791178947,40,1.4061005986325987,150,8,500,40,4299.49046852306
3011.5995265753877,317.56073766128543,521.4281922061703,30,2.499002684246673,100,10,550,30,4969.057092066909
2670.2102818608837,284.9271036837606,564.7451367805551,40,1.4625326059484653,200,12,500,40,4672.900555077986
3887.040427417844,246.9166983815531,372.19331673905816,25,2.3267448021907953,150,10,450,25,3468.798096979425
3816.0090300714714,298.15130082390795,566.2487440519441,25,2.0143506025607163,150,10,500,25,4127.121658435355
2886.9124415727333,234.8027270463216,430.1549766375567,30,1.5113746137881356,150,12,500,30,3054.510539705714
3489.9760690512685,202.15721691081276,394.58287810705406,40,1.8153015675611854,200,8,500,40,3409.4425790280193
3725.833300301824,314.6530079654641,409.84245908551156,30,2.2608038199237908,200,10,550,30,4213.929254596015
3332.801217399194,293.5614627296014,454.49212700347175,40,2.325052447046368,200,10,450,40,5006.573132612837
3294.47586753401,314.345393675144,412.7980011511168,25,1.2405908125092178,150,8,550,25,2848.400246067891
2862.7784363506776,205.84070250314983,430.14189650412476,40,1.5093597118122544,200,10,500,40,3293.0358076382827
2639.654151708849,325.5679441745978,383.7446215179105,25,1.5028347703203575,150,8,550,25,3076.0094215690688
3845.8236369299902,292.9289300054455,424.04419138974964,25,1.0630671941139171,200,12,450,25,2615.74133169921
3850.6270857449954,284.50930260689603,493.0709536355003,35,1.8973566397778447,200,8,450,35,4355.790563550889
3449.652185909902,293.69210721717974,460.463427022766,35,2.282230079488282,150,8,500,35,4647.677171223878
3008.544686573051,329.6649870302546,436.6796903089778,40,1.5723615817382766,200,10,500,40,4429.681105913245
3023.8143619189914,288.0404759838361,536.6130322142785,25,2.1100539174762654,150,8,550,25,4089.4458469283218
3588.933518305359,287.1425569832269,573.3774928483294,30,1.94155062040111,200,8,450,30,4432.276849842279
3845.665389928866,348.6018735598649,539.1973057255992,25,1.5634731032395013,200,10,450,25,3923.582173987759
3830.629636397676,313.5095250602852,433.0001755294198,30,1.2115896992384456,200,8,550,30,3239.7299170514857
3669.813318786436,266.3440708176703,536.1105419593885,40,2.063985779163951,200,10,450,40,4917.94718234651
3463.0474692314315,306.10955000493914,387.9950456185128,40,2.281847753411861,100,12,500,40,4633.796843276033
2626.209947492573,258.3845707537683,382.57949702282275,30,2.0287817386022375,150,8,500,30,3520.970102964814
2742.443071141921,234.33131937252483,436.40675925903975,30,1.026817726052227,100,12,550,30,2567.4979824394277
3847.831282790619,289.52778153316393,551.9255922610142,25,1.3243493415864869,200,8,550,25,3317.6906068691746
3409.643589489385,339.2273147170927,411.58706181057545,40,1.1042199773252979,200,8,550,40,3897.2497608339154
2513.7955774249444,339.3709280023194,365.81335222466987,25,1.85557914936434,150,12,500,25,3401.4389012997854
2652.207314299048,251.28579171582356,382.9273838015888,30,2.1347165182606185,150,12,550,30,3568.197002215275
3495.2526536620835,279.15161993325427,564.686242132395,35,1.165868780602989,150,10,450,35,3908.9199199575196
2507.592375769328,231.7453847854792,508.44582118682195,35,2.2575067308900776,150,10,550,35,4299.114899830279
2741.212077126248,349.34466642483255,413.3002908424942,35,1.8332634675932247,200,12,450,35,4345.949805921747
3323.1006840498794,347.16768618019034,488.8239563320453,30,2.0349535182125873,150,8,500,30,4568.009171795363
3537.84279653904,297.4263394561171,481.8949056063376,25,2.457102772912969,100,10,450,25,4270.489733666885
3477.9418892539006,320.662108951621,513.8589946101654,40,1.125521482371546,150,8,450,40,4408.650821040062
2836.40396419084,307.265024192555,408.2968886054041,30,2.3518360344666838,150,10,450,30,4192.984066247353
3568.2688320213038,288.9737328559202,566.1007467985994,35,1.189154043981114,100,10,500,35,4057.7821888899352
2855.8736312452,208.00219954833466,427.3421405200032,25,1.5894382099550235,100,10,450,25,2713.011697153868
2988.099547238902,268.21465138289915,523.5329134940592,40,2.2771580444966713,100,12,450,40,5104.917314145279
3619.737107677036,301.2179453251116,354.0311615930537,40,2.3593813551068026,100,8,550,40,4495.5154202869935
3474.4493485708217,301.6297420825527,443.1642824735368,30,1.759557510317718,150,12,550,30,3741.8282564542983
3773.835115741267,255.96839276335754,437.9274544897021,30,1.8911569574131377,100,10,550,30,3556.6121649963493
3486.419338450515,341.2537979987046,485.8711071457536,40,2.0622210018978357,200,12,450,40,5390.331497693514
3352.462905003207,225.10355483551714,368.1840654442991,40,2.2491380026790715,150,12,450,40,3935.9096375870727
2640.5121517421385,275.0539169323341,547.5328434315271,35,1.1822667543064993,200,12,500,35,3794.927319229088
3051.57370458915,303.6325964826234,404.44520044189215,40,2.2151039623438415,150,8,450,40,4675.397245120284
2897.8035515225884,304.5703708837714,519.2594537205025,30,1.7219142257674251,150,12,450,30,4083.0810831416056
2865.9844650686255,297.2958435153223,550.8030308110233,25,1.6759351376622535,200,12,500,25,3706.3468816003447
3959.515832128668,241.29323201777902,490.4692390603783,35,1.6358496279954973,100,12,450,35,3707.6204523338106
3089.6465870001407,223.4309853029933,535.2208016804964,35,1.763817377869064,100,12,500,35,3853.880377634317
3838.06983276567,295.39104902400663,515.4650780537513,40,2.4175758300919052,200,12,500,40,5422.35854184009
3446.7079389958944,289.89531742091566,438.8824492880019,25,1.8223056591882274,100,12,550,25,3416.7120919190197
3692.2169553124727,226.90340154338614,552.2146347583913,35,2.4297663073947087,150,12,450,35,4629.067354214771
3253.955639657788,305.7708718355845,423.675342471382,30,1.270435195923461,150,10,550,30,3228.595313308516
3365.355826939539,268.2757987600485,492.8032294378793,40,2.0862039682489497,150,12,450,40,4718.893459415477
3238.776540728296,300.16408874047295,536.3494347853849,30,2.2183593079131207,100,12,550,30,4601.495247714784
2792.864481697067,325.6050619655226,444.7389774531269,40,2.018693247002293,100,8,500,40,4906.452301849806
3583.678172892258,225.45926428653848,425.69190190435626,35,1.9103834203398105,200,10,500,35,3604.0851463769045
2921.1585436612836,202.8717301995255,464.8365025432057,40,1.8472191716292734,150,12,500,40,3731.745565846303
2536.4739496471807,316.86538795936804,554.4908735872884,25,2.2913957238680442,200,8,500,25,4504.618943831257
3468.2084438607517,291.4546137728924,582.4804407864162,30,2.23246989574675,100,12,450,30,4752.951009715854
2765.6660191105734,304.94593544331826,486.27085321497253,25,1.1834330817708993,200,12,450,25,3053.2540306213004
3910.6878765293714,325.7232462482964,515.3665513309129,30,2.2728814855463173,100,12,550,30,4795.865383087944
3930.892865503881,320.42164022367507,575.8184055597285,30,1.6211029291606638,150,12,450,30,4381.575063272775
3872.2965853306728,344.1380220393237,374.6367128532356,40,1.3805452449937161,150,12,450,40,3980.487052653107
3055.2380503831664,280.39026182781777,408.01964446654125,35,2.304652852020889,100,8,550,35,4311.536197018766
2523.184924793301,273.2743448989858,527.2250015628956,35,1.6480371994506124,100,12,500,35,4149.701735695533
3892.4778438815883,260.2830799836095,555.936115478075,25,2.2125470352652252,100,8,550,25,4040.944071114761
3142.2762224759717,223.05365642663068,564.2572570826445,40,1.3951054179337667,150,12,550,40,3907.464022668553
3949.9822285655046,285.89108493230333,453.7767942137332,35,1.0058939821333266,100,8,500,35,3276.9208613962796
3945.429965633879,241.55187864889683,372.3349755729667,30,1.7431887893544165,150,10,550,30,3074.996110539581
3779.5141832010404,338.19612683194634,459.44536932490496,30,1.1503423849643264,200,12,550,30,3480.048497758626
2941.6733381043787,287.47862064156465,407.68364755176344,40,2.1315639332873646,150,10,550,40,4456.649350088212
3077.6465929028877,288.92602707621654,422.79911374915605,25,1.4141127041041155,200,10,450,25,2937.639680533975
3776.7050072752854,253.2386991315515,543.0668892093764,40,1.665468469905218,150,10,500,40,4416.593114651545
2975.3830077344164,207.79840279665612,368.8817715064717,25,1.1305503476373313,150,12,500,25,2100.82886653884
2754.2391200291386,204.7615648059483,556.8953043701755,40,1.429988872670879,100,10,550,40,3682.471771749254
3335.201893687525,263.50027162297965,456.9172714560423,30,2.172235364887858,150,8,450,30,3998.262712294508
3904.2321612411715,212.68480671458568,499.01598277514876,40,1.2273818678534791,100,12,500,40,3370.7302695243184
3544.0446950124597,291.0270433310209,372.41305780891975,35,1.970739341690436,100,10,500,35,3863.6493056995455
3355.0917551340476,332.1459508459486,434.3397695893199,35,2.3761387792067517,100,12,550,35,4903.343305894288
2645.7647406561528,332.4372224778083,372.42522975371145,40,2.0197551396365805,150,10,550,40,4502.045799702673
3422.5108400487547,298.8568115198349,590.3859307202774,25,2.21653253393834,100,8,550,25,4423.710630989693
3985.0807751563952,231.68477472093966,551.8154123315626,25,1.1634574439558736,200,12,500,25,2773.616400379295
2710.1260228547862,329.4495247038308,464.90818858911507,30,1.3760977390030817,200,12,550,30,3665.809675208864
3277.494478545605,332.91401529698123,405.90063708091776,30,2.3418082783608867,150,10,550,30,4353.555873629703
3816.0596078919334,229.4980377429438,583.3637763124631,25,2.0726584204271337,100,8,550,25,3754.732305540119
3611.1529266313064,310.6139128656016,436.14914893174296,40,1.9593307395659667,200,12,450,40,4638.2937887356165
